Geneid	CG-in_S31	CG-out_S32	Nav-in_S36	Nav-out_S1	QB-in_S33	QB-out_S34
ENSG00000223972	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000227232	0.0	1.0072516382504824	0.0	0.4436529607719657	0.0	0.0
ENSG00000278267	10.7577572311459	10.00586002409119	10.42036109174286	8.814340441219494	0.0	0.0
ENSG00000243485	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284332	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237613	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000268020	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000240361	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186092	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000238009	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000239945	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000233750	0.0	0.0	0.0	0.0	0.17175881348071567	0.0
ENSG00000268903	0.9689105850568495	1.8023800838098039	4.692612941976917	6.350994966918418	1.7344227734794386	4.7860370856676955
ENSG00000269981	2.575801027175779	11.978846507714806	12.475080180255539	12.662855281751952	6.916316165371353	2.5446887321683875
ENSG00000239906	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000241860	0.0	0.0	0.0	0.3870057465717034	0.0	0.0
ENSG00000222623	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000241599	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000279928	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000279457	1.5709251790649705	0.9740851562465296	5.072187217169038	2.145222440955353	4.686790243296263	4.138534573719811
ENSG00000273874	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000228463	0.0889503273003309	0.0	0.0	0.07288121960152306	0.0	0.08787592411670987
ENSG00000236679	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000236601	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237094	0.0	0.10967093514477771	0.7994990134863962	0.48305540780377637	0.6332152775517292	0.0
ENSG00000269732	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284733	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000233653	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000250575	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000278757	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230021	0.0	0.0	0.0	0.11076975605302639	0.0	0.13355971168653152
ENSG00000235146	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000225972	0.0	1.8290281764467766	1.9047971888132111	1.6112235215132409	1.7600661209367956	3.8854387093323757
ENSG00000225630	236.83552892783274	108.83768815476968	501.57469883358453	185.43886345875956	321.7279485202053	208.3622333148299
ENSG00000237973	4.740942914568511	10.142038287542853	7.347603932479736	19.810844232112256	7.63797974451898	14.987771353173237
ENSG00000278791	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229344	2.14524191119625	2.9929551978219977	4.155921139228824	0.8788491935526768	1.9200721319310496	1.0596651025451933
ENSG00000240409	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000248527	3037.826353272072	1963.2643412908437	4990.266552317056	2411.582835547748	3962.1181853003804	2893.9500631791284
ENSG00000198744	0.0	1.2438729097590508	3.8862041365914872	0.0	2.393947338166318	1.321191224745561
ENSG00000268663	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284662	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229376	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000228327	0.6823950482443295	0.7404834221808778	0.3304965271634862	0.6523050450902487	0.7125640825434416	0.6741526118804309
ENSG00000223181	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229905	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237491	0.39778547673622683	0.3699828611409466	0.5137462782225952	0.0	0.4747106014054653	0.130993583457644
ENSG00000285268	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230092	0.0	0.7802734881172029	0.0	1.374713646795701	0.0	0.0
ENSG00000177757	0.3757203347292867	0.0	0.0	0.6156909604549826	0.0	0.3711821263152655
ENSG00000228794	1.699430286989891	1.4369556106403398	1.5713068256609086	1.139255828939035	1.1062210719974455	0.9920792818548769
ENSG00000225880	0.0	1.033255097400457	0.5380292742889253	1.8204256643976484	1.988594068302166	0.5487407744387411
ENSG00000230368	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000234711	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000283040	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000272438	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230699	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000241180	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000223764	0.1761867754619271	0.0	0.0	0.0	0.3153875708037033	0.34811734100954816
ENSG00000187634	0.1755946931632072	0.3266435341518007	0.0	0.0	0.0	1.0408424386977753
ENSG00000188976	75.27905222589189	26.655798973729844	73.04599755735545	34.62719768928258	73.64251379740533	30.139331934496276
ENSG00000187961	26.93400190419445	20.241604313831605	15.653561581115932	14.653354182693027	23.14266616748706	12.55929437296421
ENSG00000187583	13.943693806130513	9.126418038210954	15.257203603441365	10.578453053352023	16.409059790392746	12.499784114668293
ENSG00000187642	2.777411621592575	3.1794321571878545	3.931982047468393	3.501023072446996	4.97177556124436	1.2663988316632395
ENSG00000272512	1.753421600474404	0.0	0.3396857882255583	0.0	1.5693782286397127	1.3857940554857564
ENSG00000188290	45.80225797876072	37.12370964215586	34.858810807798115	21.98066292497312	50.95060817352277	31.674318780729223
ENSG00000187608	13.20166386327459	47.67123119758096	23.318599980248358	27.360012155122938	16.68139100607613	43.7297464929319
ENSG00000231702	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000224969	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000188157	197.73953763856807	165.32456134990306	243.57182390537525	229.26461630991255	268.8238413179171	162.23277689579942
ENSG00000242590	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000217801	10.10862494313111	22.251631596643143	12.72906384859607	23.46701416409428	16.587265239229314	15.978441638378376
ENSG00000273443	3.5296863291576424	2.462238172393972	4.273730725202139	3.6150491556268136	7.108204309887084	1.74352617596097
ENSG00000237330	11.15367889580427	9.658653524832506	8.941130021937091	8.823608938003112	9.98296178373615	7.219316718601797
ENSG00000131591	10.182603491170052	6.457435763728575	8.630340189238472	7.48981917909382	9.320944911256552	5.715688072886919
ENSG00000223823	0.45156018007279086	0.41999906273963017	0.4373978729867374	1.8499233024781656	0.40416333147437533	0.4461059258863098
ENSG00000207730	15.40057877300887	42.97253568241269	7.458784781458048	63.09212105293954	27.568193557410027	7.607279999324442
ENSG00000207607	8.128083241310236	90.71979755176012	15.746323427522546	79.91668666705677	29.099759866155022	16.059813331907154
ENSG00000198976	61.695089662957216	81.9757206793013	59.760143128549416	108.32081024149258	47.33093472205937	17.414255420140286
ENSG00000272141	72.6339353478787	91.68490178103416	59.587150964333034	120.84666144942473	51.07936572250616	60.77345774536294
ENSG00000205231	0.0	0.5779149051287097	0.2006185034650381	0.0	0.0	0.0
ENSG00000162571	0.556576838740493	1.2079100612395146	0.35941392555846546	0.6080397159552886	0.49815718766560085	0.3665694141191083
ENSG00000186891	0.0	0.9932824549462786	0.0	0.4375001094911866	0.47791576422517373	0.0
ENSG00000186827	0.0	0.7907013150937837	0.0	0.0	0.0	0.0
ENSG00000078808	163.8907419329809	127.00579005308529	140.39273499777747	135.6835654922741	136.95549544142298	141.03919735421965
ENSG00000176022	28.449754809339392	14.455711349173155	23.47489340653343	22.662726233455956	29.47175895698992	14.053059559429018
ENSG00000184163	0.4077633733098781	1.5170534707652195	0.7899493358288903	2.0045991638893836	0.7299270869436879	1.6113525082181093
ENSG00000260179	0.46952984064051434	0.8734255220002579	0.0	0.7694161104017018	0.42024685300929915	0.9277170730883466
ENSG00000160087	33.999261605735306	29.890170988774955	41.8052856702689	33.70849209481649	37.517198893652754	33.43522257767597
ENSG00000230415	1.4259795160193396	2.6526256594081907	2.762512882021499	1.168372612091473	0.0	1.408755555430452
ENSG00000162572	2.1809515281031193	4.0570344246749865	1.7604585198472409	3.722827018651712	2.6027114414449213	1.4364056644687142
ENSG00000131584	34.46292531081137	25.17991883460705	32.81899172770053	34.22473611663885	42.663571196661614	22.314918286132773
ENSG00000278073	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000169972	14.107400402756216	10.387763078445817	13.949635659978792	11.558861872294267	19.72914615272664	8.420271754977435
ENSG00000127054	39.06819572556781	31.702265020368728	42.49783275420774	34.05209185539736	35.92333494425889	30.331946712634863
ENSG00000283712	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000240731	9.475744711372037	21.152284403260133	12.849978962874616	9.31671217621128	18.65852478464603	13.10580621645273
ENSG00000224051	49.798819858731726	40.46188153717001	57.10814482516979	52.99639432733223	47.3895737256926	49.19731548858881
ENSG00000169962	0.4261738955536973	1.3873548999322478	0.4128077799233991	0.8729611855562565	0.7628833055502338	0.4210262743581835
ENSG00000107404	144.80945365679878	123.0925412507495	149.18547379484193	116.13482848771947	162.57030239855746	94.3629828967067
ENSG00000284372	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000162576	9.896423825007771	9.580431409041482	19.56335047593911	17.5410728603838	18.619186496359543	10.774529651169074
ENSG00000175756	181.89569146970481	111.70112880099883	171.9453232274406	129.28403475197916	155.74212402901722	96.12794199266175
ENSG00000223663	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000221978	92.48216172667443	103.10271882342373	109.64958065588692	113.22502833631911	126.16976175544588	66.57202913277426
ENSG00000224870	17.093117628260337	11.856448788942908	21.608321059946782	18.277974871376347	16.854811407624446	16.028011721348925
ENSG00000242485	52.47686454217513	28.553307873626082	57.18490843029619	39.12707220248654	43.44610848022607	37.58618435821169
ENSG00000264293	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000272455	1.4409602594574944	0.8934976777914654	5.583069370231238	2.7548431057258567	5.158854342653878	0.9490369007693
ENSG00000235098	1.1066981720392153	1.0293471734314688	1.3399859195130759	1.8135405446382016	0.742902341514926	1.639996066420171
ENSG00000225905	0.0	1.253035877786742	1.3049439304576695	1.1038216390477453	0.0	0.0
ENSG00000205116	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000225285	1.7192185469281345	0.0	1.6652985998554983	1.408637250300648	0.7693826051568602	0.8492263218987331
ENSG00000179403	146.01664247321193	104.24268938820215	95.8302901586145	113.24817740430402	108.97328632996947	92.88691639846397
ENSG00000215915	0.5519573629662384	0.6845055147265602	1.0692925868790462	0.9044896629822823	0.6586967776544145	0.9088174043458525
ENSG00000160072	10.474879470056148	4.6056653274129715	24.904690138557527	9.596868452272826	21.13728977520763	7.620153553085339
ENSG00000284740	1.108374987451396	0.0	1.0736129609674463	0.9081441666710995	0.0	0.0
ENSG00000197785	63.642176698822084	12.858622331383398	57.02847341052887	17.381684050264056	47.14843790630689	18.60300957801562
ENSG00000205090	1.0601847706056833	0.4930423779986964	1.0269341365775575	2.1716490942134987	0.9489052130267944	0.5236895651708856
ENSG00000160075	57.25457047091889	45.687407070290746	58.528572566704746	49.42140226016904	53.60869119024877	49.04910497759369
ENSG00000215014	0.3481806243302814	1.2953802601393638	1.6863030800535805	0.570561780107497	0.3116347439259819	1.3759002378597276
ENSG00000274481	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000228594	21.752855868830274	10.768896831683756	11.554856040340287	15.235915084007225	12.56104742423958	14.211201725356693
ENSG00000272106	7.537820081489867	9.347967363037109	4.867607340205694	10.293488837145436	6.10409585023615	8.155989596920463
ENSG00000197530	20.69337492255555	41.13279289018438	13.335970280524116	35.20910257231741	20.38841963931302	23.905619251897843
ENSG00000189409	0.0	0.2993394111914654	0.0	0.0	0.0	0.3179461504337096
ENSG00000248333	30.620130100578127	20.287110691047275	35.95741573974114	22.510935966279604	29.846442351252755	26.5207926581953
ENSG00000272004	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000189339	17.86338723075329	22.612409336159388	20.172925367838594	38.41141521162288	19.498052322468375	17.733706919211354
ENSG00000269737	5.630228083590379	3.7405084202210057	1.9477310451855816	3.295080538773643	2.1596853116717583	1.9865079712364542
ENSG00000215914	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000008128	1.8673324613093076	2.749961955142697	2.713150813931773	2.549990002139654	2.089165912535061	1.3835831523978726
ENSG00000268575	0.4320894812273605	0.6698153983443601	0.5580504463386609	0.5900523232948668	0.6445605404493877	0.4268704075226356
ENSG00000227775	0.0	0.9864421625780369	0.0	0.6517308626345694	0.7119368579070185	0.5238793765391968
ENSG00000215790	1.9917123461787045	2.5582206621947137	2.847934808945151	3.885486516290196	7.639960291580958	6.933641695222459
ENSG00000008130	49.64405599091099	42.143173458739554	58.13700920772013	62.62770867175991	55.83549076652277	52.4178467457939
ENSG00000078369	200.40912115320333	185.87167497456227	209.472479256734	189.9842691453874	206.10629358216394	192.6952357005129
ENSG00000231050	0.0	1.5019834031748363	0.7821021569961528	0.6615619757206684	1.4453523112328652	1.5953456952225649
ENSG00000169885	0.31517772155015994	0.29314885033959537	0.6105855702184528	0.7747201421838763	0.0	0.9341123652768056
ENSG00000178821	6.424959149341843	6.8295958006343875	8.001582168314467	6.016312672551323	5.750579898267775	4.080441906789459
ENSG00000142609	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000233542	0.0	0.0	0.0	0.3067426560915689	0.0	0.0
ENSG00000187730	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226969	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000067606	7.184987150189118	8.375780156363396	10.393068370182508	9.262214209055163	8.059978014263734	11.451765792592255
ENSG00000271806	0.0	0.0	0.1688714380930683	0.0	0.15604018040717066	0.17223346042321783
ENSG00000182873	2.9531098281576984	5.885800014171288	3.677774502968069	6.221887370272586	3.775920397857486	4.584548788520209
ENSG00000162585	8.845880258956175	6.29536887554583	8.503533950645421	9.938338416134988	9.536862488198022	8.143190435334013
ENSG00000234396	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000157933	18.88977240126869	16.786146750942457	22.72598488100499	17.448914728703592	20.35308039980662	15.571151248617218
ENSG00000116151	1.5486160184555096	1.5003935821606267	1.812556414652635	1.6918060157090606	2.5411274823580734	1.2749256415909358
ENSG00000272161	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000269896	1.2156667913883195	1.4133744944707123	1.1775397660797915	2.4901335687699446	2.4481517959685886	0.600491566211734
ENSG00000272420	2.575801027175779	2.395769301542961	0.0	1.055237940145996	0.0	2.5446887321683875
ENSG00000157916	87.02233559884603	78.30978834528582	88.40186847818403	95.73572506636083	92.26940200048628	87.368093613749
ENSG00000157911	11.583966614693923	7.721597970557571	10.285603188999287	12.81324548699841	11.232092584917318	10.871845129675863
ENSG00000149527	0.13570679746181638	0.567997990422392	0.0657253088060954	0.5003595538471691	0.182194025690146	0.06703381874926462
ENSG00000224387	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229393	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000157881	18.621220662488692	15.854203899539044	15.262248084244487	13.96625080288783	15.641049702877527	11.886840492384774
ENSG00000197921	0.0	0.0	0.0	0.45893962481081596	0.0	0.0
ENSG00000272449	1.9112409973035176	7.9994596142962875	1.8512986394213313	8.612836904026365	4.704239429701743	3.3042725013394865
ENSG00000238164	0.8343966827481586	4.656466714812521	1.962838100383697	2.9299746619012175	2.880577500193772	3.768312073968764
ENSG00000157873	15.644501752449514	41.24621765197005	16.86292233917031	36.91279666363089	18.845358234593885	29.86521003111533
ENSG00000225931	0.0	1.0491880981313817	0.0	0.0	0.5048146468685336	0.0
ENSG00000228037	0.0	1.086898532968372	1.1319242080487453	1.9149365814789958	1.04591788656308	2.308918849635214
ENSG00000157870	44.26924008023018	54.69830570274471	46.45422322358698	58.31950436100849	48.168691798619115	50.380458613146885
ENSG00000142606	0.0	0.0	0.0	0.6236994276825449	0.0	0.0
ENSG00000237058	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000215912	0.24898825449895212	0.15439039746725686	0.1607861480005706	0.2720105060144886	0.14856923008588338	0.16398720216378987
ENSG00000283259	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000233234	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231630	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284745	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000169717	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000177133	25.472832300891906	22.11295065324153	9.616504664665555	16.589847901866694	4.442909765279026	2.968197642593555
ENSG00000142611	13.107127168079884	22.919125674103423	8.63331237374662	13.255352964127363	7.575114104607265	7.177340554292488
ENSG00000283572	0.0	0.0	0.0	0.0	0.0	11.847403277636424
ENSG00000226286	0.0	0.0	0.0	1.2779853944625281	0.0	0.0
ENSG00000279839	0.0	0.25416454301016095	0.0	0.0	0.0	0.0
ENSG00000272235	1.2681782578178353	0.1965901420509104	0.8189362083080203	0.17317976018576298	0.7567114671927051	0.0
ENSG00000130762	47.47104521124746	50.635443357579575	30.952012705367434	48.592161181254625	38.72208743649337	39.88249526879334
ENSG00000272088	3.8299868676330955	1.7811478576916253	1.8549333880589385	4.70713468588685	3.4279821831858013	0.0
ENSG00000162591	14.445563481856949	12.565961445228886	21.139757975577222	18.64798378329887	24.46339380707094	13.347053273427598
ENSG00000207776	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000238260	0.0	0.0	1.1392034634059718	3.8545025723660813	1.0526440466052862	1.1618836011829934
ENSG00000158109	76.3649245703878	107.95054617540636	127.97964608450386	117.44177545624848	120.15404161801996	147.59194646576645
ENSG00000116213	12.602590927807428	9.395297287218712	13.605121635826292	9.380016156016326	11.624213649848222	7.603278273917116
ENSG00000078900	1.08166123276345	0.10060601532429408	0.6286422187536725	0.0	0.09681274537756736	0.10685961850300486
ENSG00000227589	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000235131	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000227372	7.407616437149154	12.080871917005094	9.927457341946175	11.473681606381431	7.356680865039192	8.821869995055117
ENSG00000276189	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000162592	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000235169	5.219869971483638	5.548611471055665	3.6115420705326944	8.553773802284361	2.6697027400142224	7.366886849498695
ENSG00000130764	29.157428810723168	22.4489313029433	28.086057397850777	28.93352141289588	29.286627234648932	27.52501222076204
ENSG00000266075	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000272153	4.132923682022153	8.969471509354813	1.334434188773097	9.03013408667308	4.932162689178817	2.72200225964528
ENSG00000116198	16.904266568392796	15.031657669508249	19.882832210095444	17.959946089473142	20.61664043336021	12.846219399570222
ENSG00000169598	7.939058049651859	3.340457661789617	8.239355281843192	3.562177894074235	10.658632974231201	4.668550387182313
ENSG00000198912	15.504115025015196	14.575537209204851	17.924540911685302	13.93260376032325	15.368890950276727	11.03471677203739
ENSG00000236423	1.0800110606071673	1.841629748528595	0.6974257423607427	1.3273563853411248	0.6444336584532363	2.311759547038801
ENSG00000233304	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226374	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284668	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284703	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229280	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000235054	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284694	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000227169	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000232596	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000196581	0.0	0.0	0.0	0.0	0.05278070108734285	0.0
ENSG00000284739	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284674	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231510	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284616	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284692	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284666	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000260972	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000283356	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000236948	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000264341	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000264101	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000131697	6.889147791677849	3.927263963279659	3.390356718844567	4.597622096931381	5.9671414626428625	4.171380086209651
ENSG00000069424	0.38364143681451707	1.213213151651921	0.07432185381146576	0.8801397210028277	0.4807229052778913	1.5918317179203125
ENSG00000116254	0.14793275868916506	0.13759322176707803	0.0	0.0	0.0	0.07307296258198402
ENSG00000116251	96.89006982141446	80.67581996567239	118.57945601542487	99.93663215354901	113.17728033658149	91.44261060412441
ENSG00000226944	5.805773743793027	1.7999959831698438	5.623686938400909	20.613431084756705	13.857028507692869	7.647530158051026
ENSG00000158286	24.43979471191233	22.31831010384987	30.2372452150376	33.859917357796256	28.23803576989075	15.474489839172499
ENSG00000116237	118.74285354362185	48.63948412525632	119.20383743401486	57.6181406927456	108.54625294269435	60.05258101299702
ENSG00000225077	0.0	0.0	0.0	0.0	0.0	0.42889709195004266
ENSG00000173673	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000158292	7.526740483133928	5.833891929773893	5.381215380057313	6.167015262156511	7.859501531708945	4.603131209782306
ENSG00000097021	23.059789991108094	9.404149721963496	22.68020396689717	6.830900109150705	16.35273847958639	8.5867818615071
ENSG00000271746	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000069812	0.5411706985151997	0.8808561811480315	3.276237073416472	0.44340680599439664	1.210920282945234	1.3365851672569298
ENSG00000187017	2.104509469844422	3.914835912762951	3.0577584331351315	2.5864865506455366	3.578868625656293	2.7028166856057783
ENSG00000265392	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231868	4.168247816056532	0.0	4.037518827569884	0.0	0.0	0.0
ENSG00000215788	0.9335470797829521	1.7365964309295583	0.54256091442459	1.0708591245585706	1.0026716646071792	0.5533626339477963
ENSG00000171680	3.941307909440098	2.025856814745813	2.109779617043642	1.7846133772949724	1.949473491671381	1.024658443124659
ENSG00000162408	7.221990868461584	4.011673482852411	9.813113941874397	3.9448796380283055	7.631055908956737	3.36919160809241
ENSG00000253022	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229519	3.648516168169183	0.0	0.0	1.4947011222018094	0.0	0.0
ENSG00000173662	0.0	0.23526918452219947	0.0	0.0	0.0	0.0
ENSG00000204859	9.42229502989994	20.70055340538164	11.644516325483027	19.699649611466352	12.504560368867415	18.456481011019214
ENSG00000162413	39.00914605886032	18.437112891804603	28.544632093654116	18.934036038347745	25.99623526660567	16.65091499634773
ENSG00000116273	13.1162223453906	21.99603893369897	10.202385594849572	19.86519106230832	13.340354461868134	15.117428197516515
ENSG00000041988	7.724872825115574	10.359701832408756	6.438513876921669	10.156406029027965	7.396427176196083	10.4712191542764
ENSG00000007923	33.532540934541736	12.448762304220477	37.49935964787732	16.154710908990914	31.816233613251335	14.928707061432481
ENSG00000228750	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284744	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237436	1.7627168475130635	4.918543240758079	0.0	1.444277469886568	1.5776978240686461	1.741425542014029
ENSG00000171735	10.134787336668102	11.664361491255912	7.839418471092905	7.348065728133147	6.917465093270182	10.084403866342576
ENSG00000227950	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237365	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000207056	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000237402	0.0	0.0	0.0	0.0	0.0	1.9799769861255394
ENSG00000237728	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000225126	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000270171	0.0	0.39535065754689186	0.0	0.0	0.0	0.0
ENSG00000270035	0.0	1.1936815467336859	0.0	0.0	0.0	0.0
ENSG00000269978	0.0	0.0	0.0	4.489701498149255	0.0	2.7067101121191834
ENSG00000049245	122.45134100495639	152.35009480159715	137.0957072331039	132.47059474702345	148.02921323217993	171.2464878108796
ENSG00000269925	0.0	3.462587692815272	0.0	4.575382824449814	1.6660167862302495	3.6778198470016386
ENSG00000049246	6.412946278796445	12.517517442164703	2.3622401487146427	5.032412668255209	5.012244105850877	4.6400744779186
ENSG00000236266	0.0	1.6395144135860265	0.0	0.0	0.0	0.8707127710070145
ENSG00000049247	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000049249	0.23109382142407872	0.8597674700846006	0.3357690195412326	1.8934612225649206	0.2068376550271641	0.7990587900095961
ENSG00000270330	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000116288	330.20973969077636	161.51303131086206	308.324443083342	189.78962822370488	269.32756471866884	195.97394241063174
ENSG00000200344	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000284747	1.0663666060028008	0.4959172606692427	1.5493831360900465	0.14562078474317922	0.636292125353244	0.8779052477354495
ENSG00000284716	0.0	0.6523475375246414	0.0	0.5746645733489221	1.25550258291177	0.0
ENSG00000116285	147.6685930486487	219.10586556337668	107.48953462528829	91.495633266094	175.02608791928287	111.18332306704953
ENSG00000238290	1.0736704868658336	0.0	0.3466656331890971	0.5864727495136258	0.32032514529769474	0.3535673189509892
ENSG00000232848	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229305	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000227634	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000200975	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000233645	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000251977	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000162426	0.5065979859542391	0.4711900842369813	1.962838100383697	1.2452392313080174	1.1335605903540307	0.25023947366198823
ENSG00000252254	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000142599	14.181572690002298	22.003671665601214	14.907194829672303	24.541919121218637	15.595933197848016	21.235309117474383
ENSG00000232912	1.042061954014133	0.9692286063222236	0.0	0.0	0.9326846110947125	0.0
ENSG00000221083	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000270282	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000234619	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000224315	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000222511	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226545	0.0	0.0	0.0	0.0	1.5776978240686461	0.0
ENSG00000228423	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229716	0.0	1.8438983242227667	0.0	0.0	1.7743756015948187	0.0
ENSG00000074800	1702.368184858347	925.6823921908656	1220.817588708889	829.5370252694016	1190.6026655624628	662.4216408812804
ENSG00000274258	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230679	1.604226955521757	0.0	0.0	0.0	1.4358434144484384	1.5848499998592585
ENSG00000201725	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000238249	0.0	0.9157449281806203	0.0	0.0	0.0	0.0
ENSG00000232208	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000232663	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000131686	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000265141	0.0	0.0	0.0	0.0	0.0	0.0
